OBJECTID,NBRHD_NAME,ADJ,GID,SECTOR,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ID,SHAPESTArea,SHAPESTLength
24234,CHESAPEAKE RHF HOUSING,1.0,141452777347.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,62.0,135522.901597174,1940.69164072237
24235,CLOVERDALE,1.0,143630937073.0,1436.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,321.0,1382258.07306956,5514.24656584919
24236,COLONY MANOR,1.0,94941015713.0,9494.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,159.0,1042586.29706317,6976.24257600515
24237,DEEP CREEK CROSSING APTS,1.0,141434754680.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,63.0,222356.43326878,2090.2875122099
24238,CREEKSIDE AT RIVER WALK,1.0,143350977875.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,168.0,601601.163079163,4465.18103412669
24239,CREEKWOOD,1.0,141256160735.0,1412.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,169.0,9603292.30657327,17403.4452024516
24240,CRESCENT COVE CONDOMINIUMS,1.0,142298708562.0,1422.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2025/02/12 15:46:54+00,160.0,465039.859541646,3812.46603242313
24241,CRESTWOOD,1.0,142388469792.0,1423.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,322.0,4475477.80822168,11061.5464718319
24242,DARBY RUN,1.0,144077757168.0,1440.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2023/02/17 15:22:46+00,64.0,1396332.71283517,5206.88483183672
24243,DAVIDS MILL,1.0,84345942757.0,8434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,161.0,3761932.07373011,9408.16634205057
24244,DAVIS PLAT,1.0,135963123429.0,1359.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,65.0,2057548.87824048,6109.46350132421
24245,DEEP CREEK FOREST,1.0,141342050748.0,1413.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,162.0,3761561.17045933,9620.75310954799
24246,CHURCHLAND,1.0,94270449723.0,9427.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/02 20:55:49+00,163.0,8214797.66239048,22839.8673679071
24247,DEEP CREEK SHORES,1.0,141326816717.0,1413.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,610.0,1140807.10215427,5100.46703234625
24248,DEER CROSSING,1.0,141284448825.0,1412.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,112.0,3766623.29666051,11580.0227697977
24249,DOCK HARBOUR,1.0,84654486613.0,8465.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,763.0,1805473.02366795,8042.13602047221
24250,DOCK LANDING,1.0,84945958350.0,8494.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/02 14:58:14+00,113.0,2283644.38728295,6347.47269548189
24251,DOCK LANDING MEADOWS,1.0,84853201237.0,8485.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,764.0,2348781.44175083,6990.49981740296
24252,GEORGETOWN PLACE,1.0,144502407960.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,66.0,740669.658495281,7564.80558506835
24253,GILBERT BAILEY,1.0,94054431248.0,9405.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,67.0,190423.67831322,1895.18733470166
24254,GLOVERS COURT,1.0,144138086099.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/29 15:44:55+00,68.0,139518.027623449,1840.94223846835
24256,GREENBRIER EAST CONDO,1.0,144459141185.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2023/03/01 14:42:11+00,69.0,332695.162883399,2326.76512250509
24257,GREENBRIER MALL,1.0,144455385383.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/07/19 20:22:45+00,302.0,4781804.29090402,9153.38956089628
24258,GREENBRIER MARKET PLACE,1.0,144432825010.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/16 12:37:01+00,134.0,5059895.44099735,9365.36034007724
24259,GREENBRIER PARKWAY OFFICE CONDOS,1.0,144364868350.0,1443.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,780.0,46168.840757761,893.989915410194
24260,GREGORYS MHP,1.0,143465082890.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,111.0,90309.6966297416,1346.96623738943
24261,GREYSTONE,1.0,145219200405.0,1452.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/11/30 13:16:53+00,618.0,4024436.48234897,10133.8150907689
24262,HALL PROPERTY,1.0,144127731531.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/29 15:46:32+00,619.0,5570944.53948621,12270.5491858584
24263,CEDAR MILL TOWNHOUSES,1.0,143250724930.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2025/02/12 14:26:46+00,152.0,921906.967261498,6441.10294144618
24264,CEDAR PINES,1.0,143169323120.0,1431.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,153.0,616294.929154296,3998.11921698805
24265,CEDARWOOD,1.0,143221575346.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,592.0,4005542.70433869,11274.0313865594
24266,CEDARWOOD SOUTH,1.0,143242175774.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,128.0,1071448.40251458,4681.08434034849
24267,CENTERVILLE FARMS SEC 1,1.0,145096483495.0,1450.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,726.0,5753523.31166226,13706.6907862422
24268,CHADSWYCK TERRACE,1.0,94254830650.0,9425.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,148.0,4878137.45187578,12174.7870312748
24269,DOMINION PINES,1.0,143314219040.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/03/27 15:07:44+00,149.0,1508110.87483685,7100.25028595111
24270,DOVE ACRES,1.0,143167393602.0,1431.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,155.0,3294309.59481703,10537.3561865609
24271,DOWNLAND ACRES,1.0,132950641708.0,1329.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,170.0,3711079.83387473,10969.6308408131
24272,DRIFTWOOD MEADOWS,1.0,142390817758.0,1423.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,171.0,1246381.49229684,6082.9360065601
24273,DRUM CREEK FARMS,1.0,84861367113.0,8486.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,156.0,6921628.16781569,17669.3365938371
24274,EDEN WAY OFFICE PARK CONDOMINIUM,1.0,144453795387.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,781.0,46518.9345709016,873.93002065786
24275,CIVIC CENTER,1.0,143292284711.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,157.0,8452949.61933188,12801.5424457298
24276,CLARK FARM ESTATES ,1.0,144190768858.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,158.0,1464632.08004798,7157.84836216659
24277,CLEARFIELD,1.0,144390074827.0,1443.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,513.0,3908153.66715046,9607.02065734318
24278,CLEARVIEW,1.0,94342566548.0,9434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,164.0,840092.039552162,5671.76087908211
24279,COLONIAL POINT,1.0,94144724685.0,9414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,172.0,959476.212002431,4135.26739499923
24280,COUNTRY CLUB MEADOWS,1.0,142293660616.0,1422.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,713.0,2796843.65654753,10115.5067939153
24281,COUNTRY MILL RUN,1.0,134862007675.0,1348.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,173.0,2027784.48715944,6649.62491522995
24282,COUNTRY ROADS,1.0,144102687869.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,165.0,2008375.12495891,6801.35434234125
24283,COVENTRY MEADOWS,1.0,145110356378.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,166.0,1617734.66454974,7255.94518917785
24284,HAPPY ACRES,1.0,141307149458.0,1413.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,174.0,747458.176411108,3984.39462491141
24285,HARBOR NORTH APARTMENTS,1.0,142396551045.0,1423.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,175.0,620329.222947198,3403.74908183824
24286,HARRELLS MHP,1.0,143455857044.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,612.0,480461.405731659,2836.85845680151
24287,EMERALD LAKES ESTATES,1.0,145150072723.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,176.0,4215446.83957085,12293.8166478574
24288,ESTATES OF GREENBRIER,1.0,144364506358.0,1443.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,167.0,833792.938097293,4136.81826666749
24289,FAIRFIELD,1.0,143446367616.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,222.0,1589012.94185106,5767.18246470533
24290,ELIZABETH GARDENS,1.0,141451439443.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,223.0,943906.320594702,4859.74566274223
24291,ETHERIDGE LAKES,1.0,145164273804.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,177.0,12411827.8816939,17695.0092189223
24292,FAITH VILLAGE,1.0,143566521815.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,613.0,165881.273624151,1646.21407635133
24293,FALLS CREEK,1.0,142295556843.0,1422.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,178.0,1370903.89184126,5885.15753690682
24294,FARMVIEW,1.0,94574186259.0,9457.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/02 20:46:18+00,179.0,212776.029560078,2169.73790415045
24295,FENTRESS ECHOS,1.0,145156788573.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,180.0,432116.478342229,3000.60137779921
24296,KAY WILLOW APARTMENTS,1.0,94171107981.0,9417.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/02 19:50:55+00,181.0,136677.036109919,1491.77118107873
24297,GREENTREE APARTMENTS,1.0,144333372749.0,1443.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,182.0,562184.896656621,2963.11051697908
24298,GREENWOOD ESTATES,1.0,143384276076.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/30 13:08:25+00,224.0,2507244.7342522,9150.23189241279
24299,FIRMAN ESTATES,1.0,141346849046.0,1413.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,226.0,1427521.01320784,6237.02671095146
24300,GATEWOOD APARTMENTS,1.0,141411745071.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,183.0,127550.000767645,1553.49827781058
24301,GENEVA COURT,1.0,141464446587.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,279.0,92850.6572209885,1404.4214897278
24302,GENEVA FOREST,1.0,141444720906.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,227.0,309966.67079485,2375.33703698676
24303,GEORGETOWN POINT,1.0,143583752961.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,228.0,3627230.03376291,8645.69219286142
24304,GLEN EAGLE,1.0,141249254899.0,1412.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,229.0,590211.546088942,3463.60146857929
24305,GALBERRY,1.0,140357622481.0,1403.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,184.0,569452.622047195,4330.29480232515
24306,GEORGETOWN MANOR,1.0,143488563795.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,230.0,855506.522097974,4272.2405107129
24307,GEORGIAN MANOR,1.0,143249973648.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,235.0,245714.766293761,2410.95206680236
24308,ROSEVILLE,1.0,141388771738.0,1413.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,137.0,79386.8549881279,1268.51358949056
24309,GLENMOORE,1.0,84456579537.0,8445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,236.0,431592.48241392,2884.53854834023
24310,GOLDMILL APARTMENTS,1.0,144566151278.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2025/03/04 15:32:58+00,138.0,254910.60934093,2151.72378089207
24311,GOVERNORS POINTE APARTMENTS,1.0,144208731913.0,1442.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,237.0,303023.109451884,2898.66955129253
24312,GREAT BRIDGE CROSSING,1.0,144107821164.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,238.0,797784.338778007,3770.61353867417
24313,GREENBRIER WOODS APARTMENTS,1.0,143490746928.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/30 13:20:40+00,614.0,912625.688779237,4340.02323899901
24314,GREENFIELD ACRES,1.0,143421791487.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,239.0,465361.726720375,3399.47265365245
24315,HANBURY FARMS,1.0,144134553869.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,139.0,516056.238527278,3004.79509719141
24316,HARBOR LANDING,1.0,143251167431.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,240.0,1113532.94976705,5339.4785507702
24317,ELPIKE MANOR,1.0,145330182545.0,1453.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,241.0,532494.544578354,3548.41418074236
24318,EMERALD GREENS,1.0,144493867961.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/07/19 19:52:03+00,676.0,8868558.01096251,17020.2005010646
24319,ENGLISH OAKS ,1.0,144360192694.0,1443.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,246.0,343039.873289297,2613.21670893247
24320,ESSEX MEADOWS,1.0,143398934456.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/30 13:10:34+00,615.0,4880701.09609062,10666.6441479412
24321,ETHERIDGE MANOR,1.0,145102241756.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,247.0,12412088.3349538,23746.5023565191
24322,ETHERIDGE MEADOWS,1.0,145115145276.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,248.0,3438176.53198644,9215.11227623483
24323,ETHERIDGE POINTE,1.0,144194098874.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,140.0,2833889.03623357,7971.73912795592
24324,ETHERIDGE WOODS,1.0,145132379950.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,249.0,5731173.52287219,13062.6505070633
24325,FAIRMONT HEIGHTS,1.0,141423485340.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,185.0,403754.940010905,2733.37201684582
24326,FAIRVIEW MANOR,1.0,143680468422.0,1436.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,231.0,2008297.24855362,6908.89084330998
24327,FAIRWAYS VILLAS CONDOMINIUMS,1.0,144379912526.0,1443.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,232.0,1491402.04560977,6807.17141203253
24328,EDGEWOOD,1.0,143409799807.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/07/29 20:32:55+00,616.0,3658136.21997246,13252.1724371722
24329,EDINBURGH,1.0,144030515599.0,1440.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/10/04 20:25:18+00,233.0,13802939.15148,19040.6238510194
24330,ELIZABETH RIVER TERRACE,1.0,144652268292.0,1446.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,141.0,672364.10588291,5719.79390185715
24331,ELMSLEY,1.0,143509670184.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,234.0,4117241.02088025,10371.9640804616
24332,ELMWOOD LANDING,1.0,140278200794.0,1402.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,638.0,6537592.25341192,19259.0925652995
24333,EVA GARDENS,1.0,143410281816.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,142.0,3104739.19473261,7680.63700062668
24334,GENEVA PARK,1.0,141455607867.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,441.0,2929186.2111927,8525.03946899849
24335,GENEVA SHORES,1.0,141475025590.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,754.0,2061334.43443599,6510.60250828349
24336,GEORGETOWN COLONY,1.0,143591019531.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,685.0,6898297.59689258,13361.7109627819
24337,GEORGETOWN COMMONS TOWNHOUSES,1.0,144500220804.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,261.0,430717.598221875,3702.12498454852
24338,GEORGETOWN EAST,1.0,144504566520.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,262.0,6912414.63300049,11741.259588439
24339,GEORGETOWN SQUARE TOWNHOUSES,1.0,143499151290.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,782.0,268812.441630068,2559.67961288897
24340,GERTIE,1.0,132788905593.0,1327.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,263.0,7755083.1602392,14938.9766359247
24341,GLASSER LANDING ,1.0,144176504255.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,264.0,262675.462830349,2341.81835610495
24342,GLEN ABBEY ,1.0,143125413507.0,1431.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,255.0,464313.70440932,3487.79821906087
24343,GLEN ISLE,1.0,141469606018.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,256.0,2630898.48330425,11814.2586726054
24344,GLENLEIGH,1.0,143344630288.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,257.0,2727919.6630123,6609.41175488336
24345,GLENWOOD,1.0,144156091846.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,144.0,1294863.77088136,6789.13789993495
24346,GOOSE CREEK ESTATES,1.0,84458261290.0,8445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,258.0,1709750.33740757,8330.06176977778
24347,INDIAN RIVER LANDING,1.0,144545325372.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,765.0,339868.767764758,2519.81422046135
24348,JUNIPER OFC WAREHOUSE,1.0,144540267610.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,783.0,103155.525518784,1313.19011608351
24349,HANBURY WEST,1.0,144133852497.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,766.0,520184.340513006,3870.64018609197
24350,HARBOR WATCH CONDOMINIUMS,1.0,144214391484.0,1442.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,146.0,700665.342300294,3589.75777621808
24351,HILLCREST,1.0,143072730026.0,1430.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,147.0,22997835.8506981,23828.5462860908
24352,HUNNINGDON LAKES,1.0,145307217321.0,1453.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/07/19 18:06:48+00,399.0,7062812.84445775,13327.4008584091
24353,HUNTERS COVE,1.0,84662631711.0,8466.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,150.0,3965774.06062532,9197.36556999675
24354,INDIAN RIVER GARDENS,1.0,144554496656.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,186.0,315504.250505337,2372.65833699564
24355,JACOBSEN APARTMENTS,1.0,144565455673.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,151.0,24478.1128384216,641.592553469225
24356,JUBILEE ACRES,1.0,141103261305.0,1411.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,187.0,2327748.11135948,6776.85297358624
24357,KENNEDY APARTMENTS,1.0,143538645113.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,213.0,21999.4086345001,592.708403906047
24358,KINGSBRIDGE APARTMENTS,1.0,144129322824.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,214.0,771796.317832689,3827.76136415879
24359,LANTRAC,1.0,143352569091.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,188.0,82038.2747340264,1364.88223851064
24360,LEE PROPERTY,1.0,141434323178.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,215.0,224063.083505923,2312.12643046671
24361,LORI PLACE,1.0,94151391237.0,9415.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,189.0,338315.462565586,3830.57093481382
24362,MADISON ARMS APARTMENTS,1.0,143539645464.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,216.0,118924.367783211,1610.68104880277
24363,MARINA POINT APARTMENTS,1.0,141455291777.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,217.0,312094.786062491,2323.06953747925
24364,MCLAIN STREET APARTMENTS,1.0,143504548263.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,190.0,9004.99819851644,403.625946469808
24365,MCMILLAN MHP,1.0,142481000393.0,1424.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,686.0,240975.465878558,2031.41477893778
24366,MEADOW LANDING NORTH TOWNHOUSES,1.0,143596158856.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,191.0,353834.194798077,2892.82321661318
24367,HICKORY HEIGHTS,1.0,135922025467.0,1359.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2025/02/13 14:18:11+00,218.0,727153.528743735,3808.58978880321
24368,HOLLY POINT APARTMENTS,1.0,143573446341.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,687.0,2560247.24696373,7365.05942722933
24369,MIARS FARM APARTMENTS,1.0,94069884748.0,9406.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/02 19:01:50+00,192.0,775697.073686369,3866.89430573476
24370,WILSON HEIGHTS,1.0,143290805208.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/29 15:38:02+00,193.0,10485618.2353055,25974.449694377
24371,MILL CREEK APARTMENTS,1.0,141209767667.0,1412.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,219.0,389048.450109632,3086.78889157137
24372,NORTH COVE,1.0,94452273613.0,9445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,220.0,635877.620665678,4653.04758851887
24373,POPLAR HILL,1.0,94279374308.0,9427.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/02 19:57:10+00,194.0,689644.225521661,3644.3835439999
24374,FORDVILLE,1.0,142401569899.0,1424.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,221.0,829238.623704946,4686.00858013098
